price
77.36
16.25
28.53
16.78
16.78
34.9
18.9
80.0
17.5
25.95
17.9
18.9
28.3
28.4
28.53
7.1
64.5
13.58
22.99
24.7
45.0
64.5
31.63
64.5
48.96
94.9
24.45
126.64
13.58
64.5
16.78
19.98
37.9
28.3
340.49
17.9
77.36
73.0
35.0
17.9
49.95
16.78
24.9
17.9
37.9
24.45
22.99
27.89
33.0
19.98
13.58
69.9
24.45
27.89
16.76
60.06
148.39
23.95
27.9
24.45
93.95
28.3
51.35
77.36
7.1
54.9
24.3677926503816
28.53
22.99
73.0
68.4059721390231
61.94
48.96
18.9
48.96
77.36
149.5
52.5
72.0
45.0
53.9
24.45
16.78
18.9
199.0
22.99
18.9
13.58
54.52
108.9
51.2
48.96
16.78
18.9
28.53
31.63
197.3
19.98
22.99
22.99
64.5
23.95
22.99
7.1
24.45
19.98
26.9
63.95
35.0
28.3
17.9
128.0
18.9
17.5
48.96
51.35
37.9
27.89
51.35
29.0
27.89
31.63
77.36
290.0
48.96
67.9
95.0
7.9
19.98
45.0
16.76
350.03
73.0
17.5
27.89
16.76
23.95
18.9
17.9
57.49
64.5
69.9
22.99
27.89
16.76
27.89
37.9
74.5
64.5
48.96
19.98
29.15
28.53
16.78
31.63
75.0
7.1
53.8
17.5
175.5
18.9
17.5
23.22
34.9
24.45
35.0
16.76
16.76
37.9
73.0
7.1
64.5
24.45
51.35
17.5
63.34
34.9
18.9
31.63
84.95
22.99
37.9
51.35
61.94
18.9
31.63
27.89
80.0
61.94
50.76
31.63
89.0
17.5
73.0
19.03
16.76
87.3
24.45
31.63
53.5
17.5
27.89
35.63
16.76
73.0
31.63
31.63
84.36
7.1
50.34
17.5
51.35
13.58
17.9
28.3
369.05
42.95
64.5
16.76
73.0
7.1
77.36
17.15
78.9
28.3
24.45
29.15
27.5
28.53
17.9
24.45
49.75
48.96
64.35
17.5
37.66
22.99
700.0
17.9
33.9
48.96
48.96
18.9
51.35
48.96
24.45
77.36
32.0
7.1
28.53
73.0
28.3
26.1
24.45
45.0
61.94
39.98
30.71
16.78
7.1
73.0
48.9
28.4
16.78
31.63
24.45
19.98
22.99
77.36
28.3
61.94
61.94
16.78
19.98
48.96
27.89
45.0
23.95
61.94
13.58
48.96
13.58
51.35
28.53
31.63
61.94
28.5
19.98
18.9
61.94
28.53
17.9
23.95
51.35
99.35
77.0
64.5
45.0
26.5
66.73
45.0
17.5
280.0
19.98
79.9
58.0
28.3
16.76
29.0132184621944
64.5
110.0
61.94
29.15
28.9
37.9
18.9
430.0
30.887605
48.96
16.76
19.98
37.57
45.0
18.9
31.63
51.35
24.51
19.98
22.99
51.35
28.3
27.89
17.9
77.36
61.94
45.0
82.5
77.5
16.78
61.94
27.89
28.53
28.53
23.95
28.3
143.51
36.0
24.45
16.76
13.58
51.35
45.0
54.9
61.94
7.1
532.0
16.78
31.63
7.1
18.9
7.1
22.99
29.95
77.36
19.98
18.9
145.0
269.95
31.63
19.98
232.0
51.35
31.63
13.58
21.2
28.3
118.0
61.94
64.5
18.9
28.3
17.5
13.58
24.45
61.69
51.35
37.9
22.99
17.84
371.78009750522
19.98
24.45
64.5
51.35
16.76
37.9
16.78
22.99
61.94
73.0
45.0
28.3
15.9
27.89
31.63
45.0
64.5
16.76
37.0
16.76
24.45
698.95
17.5
37.9
60.0
61.94
16.76
24.45
13.58
64.5
85.95
16.78
45.0
27.89
77.36
18.9
17.5
16.78
149.9
16.76
48.96
229.0
22.99
45.0
45.0
27.89
89.95
51.35
39.0
40.92
57.9
17.9
187.5
48.96
73.0
285.86
17.9
22.99
126.2
16.78
16.76
23.44
35.9
64.9
13.58
18.9
31.63
18.9
19.98
77.36
18.9
64.5
18.9
16.76
23.95
61.94
17.9
45.0
24.76
22.99
142.0
17.9
17.5
17.9
13.58
17.9
16.78
37.9
28.3
24.45
51.35
89.0
29.8
28.53
57.9
51.35
22.99
53.95
27.89
23.95
77.36
16.76
48.4
61.94
13.58
73.0
13.58
18.9
27.89
45.0
13.58
31.63
64.5
16.76
58.2142247461506
73.0
73.0
31.63
872.47
45.0
24.45
7.1
64.5
61.94
43.95
73.0
61.94
23.95
16.76
31.63
28.53
23.95
348.85
51.35
45.0
77.36
28.53
73.0
35.2
19.98
22.99
19.98
146.05
28.3
37.9
16.78
28.7550102072719
38.9
27.89
17.5
77.36
21.5
37.9
13.58
77.36
27.89
51.35
17.9
61.94
73.0
101.01
62.02
12.29
24.45
22.99
45.0
27.89
249.95
28.53
27.25
24.45
58.9
16.78
133.34
95.0
1373.66
45.0
23.1
1098.9
17.5
31.63
16.76
17.9
14.8
24.45
16.78
77.36
37.9
35.35
16.78
23.95
17.9
70.89
45.0
18.9
32.9
39.35
19.98
16.78
60.4
73.0
69.95
78.65
7.1
51.35
45.0
7.1
122.667917
39.9
22.99
1250.0
17.5
28.3
17.5
340.0
19.16
18.9
64.5
28.53
17.9
51.35
23.95
37.9
19.98
16.76
28.3
13.58
58.9
45.0
19.98
17.9
19.98
19.98
42.5
19.98
46.45
125.97
23.95
45.0
16.76
31.63
28.3
51.95
16.78
114.95
13.58
1785.96
48.96
37.9
13.58
65.5
25.5
13.58
16.76
18.9
22.99
7.1
34.9
28.9
24.45
48.96
64.5
77.36
16.78
34.56
37.9
157.95
27.89
16.78
7.1
121.5
61.94
91.0
19.98
16.78
22.99
45.0
17.9
61.94
13.58
28.53
37.9
7.1
22.99
27.89
23.95
77.7
18.9
22.99
17.5
28.3
13.58
23.95
48.96
77.22
16.76
60.25
13.237545
28.53
48.96
51.35
23.95
17.9
16.78
7.1
2884.04
18.9
59.87
7.1
22.99
61.94
45.0
85.95
24.45
16.76
77.9
145.0
17.9
23.5
13.58
16.76
64.5
45.0
150.0
90.0
31.63
14.9
22.99
22.99
87.02
28.53
89.9
28.3
7.1
28.53
17.5
64.5
24.45
13.58
51.35
28.53
60.61
16.78
7.1
23.95
17.9
29.15
80.0
189.99
28.3
77.36
27.89
40.55
28.53
13.58
27.89
207.11
23.77
31.63
77.36
16.76
28.3
16.76
45.0
28.3
29.93
13.58
24.95
28.53
51.35
19.98
64.5
23.0
48.96
27.89
73.0
77.36
52.5
64.5
37.5
209.31
107.9
27.89
16.78
42.75
77.36
22.99
58.95
51.35
48.96
33.66
37.9
16.76
27.89
18.9
160.81
73.0
36.91
16.78
16.49
48.96
20.0
16.78
51.35
23.95
24.38
48.96
13.58
7.1
145.0
64.5
27.75
24.45
993.28
61.94
23.95
28.53
28.3
73.0
23.95
27.89
125.84
1638.95
29.15
23.95
7.1
165.85
22.99
18.9
61.94
73.0
28.5
16.78
77.36
17.5
13.58
175.0
23.95
27.89
61.94
16.76
16.76
202.01
24.45
17.9
19.98
877.85
29.15
37.9
28.3
28.7315367295517
22.99
43.85
127.2
27.89
45.0
71.9
16.78
27.89
16.2
32.0
64.5
51.35
198.0
73.0
90.0
37.9
55.14
31.63
22.99
7.1
18.9
107.74
81.0
22.99
15.0
45.0
101.01
37.9
77.36
16.76
31.63
17.5
7.1
28.3
18.99
27.89
22.99
64.5
75.1
24.45
13.58
21.0
19.98
22.99
45.0
243.8
16.78
94.2
17.5
77.36
51.35
28.53
16.76
126.5
64.5
48.96
37.9
45.9
79.9
17.5
45.0
28.53
37.9
64.5
48.96
95.0
33.6
75.0
24.45
24.45
28.3
77.36
77.36
20.0
64.5
85.63
43.5
282.65
31.63
7.1
61.94
48.96
20.4
22.99
27.89
18.9
28.3
61.94
61.94
13.58
29.15
1372.14
17.5
195.0
17.9
67.1
18.9
18.9
16.76
160.0
79.98
17.5
35.85
16.78
75.5
61.94
27.89
91.57
345.0
28.3
64.5
37.9
18.9
77.36
16.76
13.58
27.89
23.95
29.95
77.36
24.45
18.9
197.0
27.89
13.58
28.53
16.78
73.0
58.95
64.5
16.78
19.98
24.45
22.99
270.0
64.0
28.3
64.0
7.1
37.9
31.63
245.75
37.9
24.45
23.95
16.78
51.35
249.8
16.76
381.15
31.63
31.5
16.78
31.63
312.6
64.5
123.89
48.96
17.9
73.0
59.8
27.89
16.78
34.5
80.95
28.3
31.63
106.35
22.99
16.76
114.5
24.45
75.0
19.98
22.99
24.45
28.3
28.0
127.23
21.9
17.9
16.78
28.3
61.94
77.36
19.98
22.99
37.9
97.35
23.95
24.45
19.98
27.89
28.3
68.9
18.9
53.95
24.45
17.5
77.36
85.7
17.9
17.5
276.8
77.36
37.9
73.0
17.9
7.1
28.3
77.36
16.78
23.95
22.8
45.0
37.9
51.35
37.5
125.05
129.95
27.89
13.58
48.96
61.94
134.89
18.9
19.98
23.95
17.5
17.9
28.3
56.26
919.6
23.95
23.7
48.96
61.94
17.9
45.0
64.5
24.45
64.5
18.9
31.63
23.95
40.5
13.58
77.36
28.53
200.13
980.0
68.55
23.83
31.94
249.9
17.9
51.35
16.78
27.89
73.95
28.9
17.9
17.5
17.5
16.78
19.98
39.5
1372.14
31.63
37.9
17.5
16.76
217.8
27.89
31.63
32.65
99.0
16.76
45.0
48.96
164.66
1250.0
73.0
19.97
18.9
77.36
48.96
22.99
28.3
945.0
37.9
37.9
51.35
17.9
911.43
29.95
159.0
64.5
1190.0
13.58
24.45
110.0
51.35
65.9
77.36
24.45
31.63
18.9
16.76
28.53
23.95
28.3
16.78
22.99
33.0
57.11
61.94
45.0
16.78
19.98
28.83
259.0
17.5
7.1
16.76
51.35
75.95
45.0
14.5
18.9
16.78
28.53
45.0
51.35
48.96
64.5
51.35
31.63
31.63
55.33
73.0
77.36
23.95
28.53
129.9
61.94
19.98
24.45
28.53
24.45
27.89
13.58
38.37
400.0
98.9
23.95
23.95
26.84
23.95
45.0
45.0
16.78
16.78
18.9
18.9
16.78
135.0
16.76
22.99
61.94
18.9
23.95
75.0
28.3
37.9
29.15
17.9
52.8
18.9
16.78
18.9
19.6
29.15
45.0
48.96
16.76
24.45
16.78
348.85
77.36
13.58
16.76
32.49
37.9
18.9
18.9
64.5
125.0
160.0
77.36
45.0
19.98
23.95
17.5
143.38
27.89
16.78
18.4
115.2
27.89
7.1
13.58
